Fecha;Tarde/Noche;centena ;Fijo;1er Corrido;2do Corrido
10/7/2019;M;7;54;88;84
10/7/2019;T;9;74;53;4
10/7/2019;N;4;63;19;50
11/7/2019;M;5;12;79;79
11/7/2019;T;1;59;25;90
11/7/2019;N;6;48;30;32
12/7/2019;M;2;43;45;59
12/7/2019;T;7;85;46;87
12/7/2019;N;0;53;10;79
13/7/2019;M;6;40;99;54
13/7/2019;T;1;24;12;93
13/7/2019;N;3;77;73;24
14/7/2019;M;5;31;66;27
14/7/2019;T;0;18;45;24
14/7/2019;N;9;72;95;70
15/7/2019;M;8;41;99;95
15/7/2019;T;7;42;94;82
15/7/2019;N;4;75;23;85
16/7/2019;M;0;61;38;75
16/7/2019;T;5;3;37;74
16/7/2019;N;9;21;67;50
17/7/2019;M;6;42;14;51
17/7/2019;T;4;43;83;62
17/7/2019;N;3;12;68;12
18/7/2019;M;1;73;17;27
18/7/2019;T;6;21;75;99
18/7/2019;N;0;62;95;88
19/7/2019;M;7;88;61;31
19/7/2019;T;0;40;51;36
19/7/2019;N;4;14;92;62
20/7/2019;M;6;72;14;48
20/7/2019;T;3;60;32;11
20/7/2019;N;7;86;56;28
21/7/2019;M;4;82;44;28
21/7/2019;T;1;13;88;63
21/7/2019;N;1;86;2;93
22/7/2019;M;6;54;58;56
22/7/2019;T;1;23;3;72
22/7/2019;N;5;76;63;66
23/7/2019;M;6;35;96;20
23/7/2019;T;1;7;2;60
23/7/2019;N;1;25;60;66
24/7/2019;M;9;96;89;4
24/7/2019;T;9;29;66;9
24/7/2019;N;6;4;6;94
25/7/2019;M;2;93;52;5
25/7/2019;T;0;98;26;17
25/7/2019;N;5;67;93;70
26/7/2019;M;2;53;91;47
26/7/2019;T;1;94;10;93
26/7/2019;N;5;76;74;17
27/7/2019;M;3;12;79;64
27/7/2019;T;2;95;13;69
27/7/2019;N;8;70;31;71
28/7/2019;M;4;12;8;31
28/7/2019;T;0;70;4;18
28/7/2019;N;0;13;30;4
29/7/2019;M;4;37;4;58
29/7/2019;T;0;36;75;61
29/7/2019;N;1;70;43;54
30/7/2019;M;9;50;87;56
30/7/2019;T;1;53;14;94
30/7/2019;N;6;97;51;84
31/7/2019;M;3;71;36;82
31/7/2019;T;2;76;1;74
31/7/2019;N;0;19;29;48
1/8/2019;M;1;59;38;35
1/8/2019;T;8;75;60;52
1/8/2019;N;6;38;25;56
2/8/2019;M;6;35;21;92
2/8/2019;T;6;14;93;75
2/8/2019;N;8;63;40;7
3/8/2019;M;6;38;93;54
3/8/2019;T;1;2;23;76
3/8/2019;N;0;70;10;53
4/8/2019;M;4;49;74;68
4/8/2019;T;8;24;29;51
4/8/2019;N;3;75;78;99
5/8/2019;M;0;13;64;61
5/8/2019;T;3;97;27;45
5/8/2019;N;8;38;69;11
6/8/2019;M;0;9;6;73
6/8/2019;T;4;21;38;84
6/8/2019;N;7;55;49;35
7/8/2019;M;5;2;8;10
7/8/2019;T;9;15;15;33
7/8/2019;N;9;61;55;39
8/8/2019;M;4;40;23;98
8/8/2019;T;8;43;57;3
8/8/2019;N;6;94;32;89
9/8/2019;M;0;96;44;15
9/8/2019;T;3;55;81;40
9/8/2019;N;9;91;77;2
10/8/2019;M;3;2;47;18
10/8/2019;T;9;7;28;87
10/8/2019;N;8;61;58;82
11/8/2019;M;2;38;36;81
11/8/2019;T;1;24;60;28
11/8/2019;N;2;31;87;30
12/8/2019;M;7;55;98;88
12/8/2019;T;7;27;49;9
12/8/2019;N;6;80;74;63
13/8/2019;M;6;41;61;99
13/8/2019;T;3;6;31;30
13/8/2019;N;4;75;71;80
14/8/2019;M;2;93;45;59
14/8/2019;T;1;64;77;99
14/8/2019;N;7;22;3;19
15/8/2019;M;7;80;39;90
15/8/2019;T;5;67;82;1
15/8/2019;N;7;30;47;57
16/8/2019;M;8;65;25;61
16/8/2019;T;0;61;93;94
16/8/2019;N;0;84;51;66
17/8/2019;M;2;97;97;76
17/8/2019;T;0;6;63;49
17/8/2019;N;4;27;25;79
18/8/2019;M;5;62;34;38
18/8/2019;T;4;46;73;86
18/8/2019;N;7;48;41;42
19/8/2019;M;8;50;28;6
19/8/2019;T;9;3;34;52
19/8/2019;N;4;74;58;56
20/8/2019;M;1;63;0;75
20/8/2019;T;2;72;74;19
20/8/2019;N;9;13;17;43
21/8/2019;M;3;56;54;49
21/8/2019;T;5;51;79;46
21/8/2019;N;0;71;79;15
22/8/2019;M;3;3;17;70
22/8/2019;T;0;49;30;71
22/8/2019;N;7;21;92;29
23/8/2019;M;3;58;38;69
23/8/2019;T;4;85;59;41
23/8/2019;N;1;50;76;9
24/8/2019;M;7;33;30;3
24/8/2019;T;3;23;90;53
24/8/2019;N;9;96;14;60
25/8/2019;M;7;27;34;67
25/8/2019;T;2;96;66;40
25/8/2019;N;5;6;66;69
26/8/2019;M;3;93;43;26
26/8/2019;T;3;85;21;23
26/8/2019;N;4;61;94;68
27/8/2019;M;4;45;14;60
27/8/2019;T;6;31;11;1
27/8/2019;N;0;2;91;11
28/8/2019;M;4;90;77;72
28/8/2019;T;9;4;65;84
28/8/2019;N;1;20;14;65
29/8/2019;M;8;57;22;39
29/8/2019;T;2;36;54;70
29/8/2019;N;0;3;88;33
30/8/2019;M;9;71;49;86
30/8/2019;T;2;78;12;68
30/8/2019;N;5;85;67;93
31/8/2019;M;4;75;48;4
31/8/2019;T;6;31;48;66
31/8/2019;N;8;76;81;94
1/9/2019;M;7;90;5;80
1/9/2019;T;0;12;33;46
1/9/2019;N;6;20;43;18
2/9/2019;M;0;13;98;62
2/9/2019;T;2;92;30;5
2/9/2019;N;2;58;54;12
3/9/2019;M;0;90;98;69
3/9/2019;T;1;16;3;51
3/9/2019;N;3;31;39;47
4/9/2019;M;6;36;70;70
4/9/2019;T;3;75;35;74
4/9/2019;N;8;0;86;64
5/9/2019;M;0;61;21;36
5/9/2019;T;8;35;35;77
5/9/2019;N;7;48;11;47
6/9/2019;M;6;18;17;15
6/9/2019;T;6;36;84;23
6/9/2019;N;9;47;92;90
7/9/2019;M;8;18;82;69
7/9/2019;T;2;47;67;5
7/9/2019;N;9;0;45;44
8/9/2019;M;2;85;31;21
8/9/2019;T;3;88;62;48
8/9/2019;N;8;53;82;26
9/9/2019;M;8;94;53;62
9/9/2019;T;1;36;28;40
9/9/2019;N;2;52;4;8
10/9/2019;M;9;62;24;63
10/9/2019;T;2;52;5;94
10/9/2019;N;7;63;65;38
11/9/2019;M;9;10;78;86
11/9/2019;T;7;54;61;4
11/9/2019;N;9;40;47;12
12/9/2019;M;6;9;1;39
12/9/2019;T;1;64;31;0
12/9/2019;N;5;67;76;18
13/9/2019;M;7;37;81;7
13/9/2019;T;0;71;9;85
13/9/2019;N;7;34;19;30
14/9/2019;M;9;8;54;79
14/9/2019;T;5;59;72;86
14/9/2019;N;7;57;83;57
15/9/2019;M;0;85;42;74
15/9/2019;T;3;74;63;57
15/9/2019;N;6;19;6;69
16/9/2019;M;3;66;79;59
16/9/2019;T;0;69;26;2
16/9/2019;N;4;7;7;56
17/9/2019;M;9;93;3;1
17/9/2019;T;0;96;95;7
17/9/2019;N;1;60;33;53
18/9/2019;M;0;79;87;18
18/9/2019;T;4;39;53;81
18/9/2019;N;2;73;76;87
19/9/2019;M;2;82;98;49
19/9/2019;T;9;52;17;19
19/9/2019;N;2;9;91;57
20/9/2019;M;5;30;17;84
20/9/2019;T;6;29;36;36
20/9/2019;N;1;95;29;91
21/9/2019;M;2;2;48;92
21/9/2019;T;6;75;49;68
21/9/2019;N;5;40;49;47
22/9/2019;M;1;76;92;48
22/9/2019;T;5;88;94;71
22/9/2019;N;9;87;83;98
23/9/2019;M;1;37;93;57
23/9/2019;T;9;2;7;9
23/9/2019;N;1;98;21;47
24/9/2019;M;1;17;32;97
24/9/2019;T;4;35;9;92
24/9/2019;N;1;88;23;40
25/9/2019;M;5;87;69;18
25/9/2019;T;4;72;66;37
25/9/2019;N;3;51;94;78
26/9/2019;M;2;22;93;21
26/9/2019;T;5;38;73;10
26/9/2019;N;4;54;4;65
27/9/2019;M;3;97;59;67
27/9/2019;T;2;65;73;12
27/9/2019;N;5;72;41;32
28/9/2019;M;8;69;19;39
28/9/2019;T;4;2;41;75
28/9/2019;N;5;0;39;49
29/9/2019;M;4;72;43;67
29/9/2019;T;3;88;94;65
29/9/2019;N;4;22;63;26
30/9/2019;M;9;65;0;92
30/9/2019;T;9;18;72;75
30/9/2019;N;6;20;86;93
1/10/2019;M;5;97;0;23
1/10/2019;T;7;41;64;78
1/10/2019;N;2;60;48;9
2/10/2019;M;2;50;61;27
2/10/2019;T;6;71;40;67
2/10/2019;N;6;47;43;2
3/10/2019;M;0;68;60;47
3/10/2019;T;6;99;6;88
3/10/2019;N;2;19;29;52
4/10/2019;M;3;2;6;59
4/10/2019;T;3;84;38;1
4/10/2019;N;2;80;51;51
5/10/2019;M;9;15;27;17
5/10/2019;T;5;28;37;43
5/10/2019;N;9;62;95;96
6/10/2019;M;5;25;48;8
6/10/2019;T;9;82;66;93
6/10/2019;N;7;68;66;21
7/10/2019;M;5;31;9;7
7/10/2019;T;6;5;65;65
7/10/2019;N;6;45;36;89
8/10/2019;M;1;55;75;29
8/10/2019;T;2;67;92;73
8/10/2019;N;8;35;84;77
9/10/2019;M;3;77;71;23
9/10/2019;T;6;69;14;50
9/10/2019;N;9;93;14;18
10/10/2019;M;9;25;44;41
10/10/2019;T;7;36;13;11
10/10/2019;N;1;75;18;85
11/10/2019;M;7;45;87;48
11/10/2019;T;0;95;65;99
11/10/2019;N;7;71;99;41
12/10/2019;M;0;63;69;31
12/10/2019;T;8;95;27;50
12/10/2019;N;8;31;43;80
13/10/2019;M;0;29;66;66
13/10/2019;T;6;45;96;59
13/10/2019;N;8;73;37;5
14/10/2019;M;4;45;99;27
14/10/2019;T;7;83;68;56
14/10/2019;N;6;0;51;21
15/10/2019;M;2;73;13;95
15/10/2019;T;5;12;50;78
15/10/2019;N;3;18;89;41
16/10/2019;M;7;14;75;3
16/10/2019;T;7;22;93;28
16/10/2019;N;7;63;41;32
17/10/2019;M;5;84;62;71
17/10/2019;T;3;6;81;0
17/10/2019;N;0;66;18;68
18/10/2019;M;3;70;40;96
18/10/2019;T;9;54;16;45
18/10/2019;N;9;49;55;84
19/10/2019;M;2;30;80;57
19/10/2019;T;6;48;69;51
19/10/2019;N;5;75;83;16
20/10/2019;M;3;37;59;67
20/10/2019;T;5;49;54;15
20/10/2019;N;1;28;71;42
21/10/2019;M;9;77;19;65
21/10/2019;T;8;52;79;84
21/10/2019;N;7;66;73;94
22/10/2019;M;9;8;74;62
22/10/2019;T;9;57;67;62
22/10/2019;N;9;63;79;19
23/10/2019;M;3;28;59;5
23/10/2019;T;8;56;84;6
23/10/2019;N;6;76;54;75
24/10/2019;M;2;89;65;28
24/10/2019;T;1;50;2;25
24/10/2019;N;1;63;1;84
25/10/2019;M;9;0;10;4
25/10/2019;T;1;96;79;30
25/10/2019;N;3;42;76;83
26/10/2019;M;7;95;71;39
26/10/2019;T;2;40;31;22
26/10/2019;N;8;25;87;75
27/10/2019;M;9;14;77;64
27/10/2019;T;5;69;92;17
27/10/2019;N;5;0;71;48
28/10/2019;M;4;55;49;60
28/10/2019;T;1;18;65;74
28/10/2019;N;0;4;7;16
29/10/2019;M;1;21;59;52
29/10/2019;T;6;26;96;33
29/10/2019;N;6;41;61;90
30/10/2019;M;1;59;21;27
30/10/2019;T;7;61;61;89
30/10/2019;N;9;27;8;88
31/10/2019;M;3;0;28;34
31/10/2019;T;2;60;27;69
31/10/2019;N;5;84;56;24
1/11/2019;M;5;98;6;97
1/11/2019;T;4;29;29;14
1/11/2019;N;8;9;48;67
2/11/2019;M;8;51;66;74
2/11/2019;T;1;30;7;67
2/11/2019;N;0;28;95;0
3/11/2019;M;1;55;5;99
3/11/2019;T;3;26;48;67
3/11/2019;N;5;36;38;33
4/11/2019;M;5;73;31;96
4/11/2019;T;9;21;8;50
4/11/2019;N;3;16;9;32
5/11/2019;M;4;22;84;78
5/11/2019;T;0;94;45;22
5/11/2019;N;7;80;42;46
6/11/2019;M;2;57;84;27
6/11/2019;T;8;15;10;83
6/11/2019;N;7;43;31;5
7/11/2019;M;4;79;25;63
7/11/2019;T;3;25;12;72
7/11/2019;N;0;63;3;47
8/11/2019;M;6;58;65;58
8/11/2019;T;4;21;14;72
8/11/2019;N;4;81;12;98
9/11/2019;M;4;37;42;8
9/11/2019;T;4;95;99;30
9/11/2019;N;2;3;79;64
10/11/2019;M;3;25;37;23
10/11/2019;T;4;11;46;24
10/11/2019;N;5;79;86;18
11/11/2019;M;0;74;39;89
11/11/2019;T;4;0;57;8
11/11/2019;N;0;86;15;29
12/11/2019;M;6;56;79;22
12/11/2019;T;3;50;31;21
12/11/2019;N;2;50;76;67
13/11/2019;M;1;70;96;54
13/11/2019;T;0;96;7;9
13/11/2019;N;0;32;91;31
14/11/2019;M;4;89;52;91
14/11/2019;T;0;1;71;66
14/11/2019;N;5;40;28;30
15/11/2019;M;9;52;78;47
15/11/2019;T;6;74;28;41
15/11/2019;N;1;35;20;21
16/11/2019;M;3;1;74;25
16/11/2019;T;4;54;16;7
16/11/2019;N;9;10;12;49
17/11/2019;M;7;35;88;84
17/11/2019;T;3;97;2;81
17/11/2019;N;8;50;23;17
18/11/2019;M;6;32;83;36
18/11/2019;T;0;22;96;15
18/11/2019;N;7;32;24;55
19/11/2019;M;1;15;45;84
19/11/2019;T;1;12;9;37
19/11/2019;N;2;11;67;87
20/11/2019;M;1;77;81;66
20/11/2019;T;4;16;1;33
20/11/2019;N;4;26;20;2
21/11/2019;M;1;41;41;60
21/11/2019;T;4;79;67;39
21/11/2019;N;0;42;37;13
22/11/2019;M;9;72;25;83
22/11/2019;T;2;13;82;43
22/11/2019;N;9;53;97;68
23/11/2019;M;9;73;39;96
23/11/2019;T;8;54;33;26
23/11/2019;N;9;39;15;60
24/11/2019;M;4;2;17;56
24/11/2019;T;4;7;19;79
24/11/2019;N;7;58;69;80
25/11/2019;M;7;60;12;7
25/11/2019;T;9;65;76;4
25/11/2019;N;5;96;50;66
26/11/2019;M;9;63;55;99
26/11/2019;T;4;50;8;47
26/11/2019;N;5;38;50;49
27/11/2019;M;4;72;1;2
27/11/2019;T;1;23;35;23
27/11/2019;N;7;77;17;90
28/11/2019;M;9;68;31;45
28/11/2019;T;0;93;50;79
28/11/2019;N;0;1;43;22
29/11/2019;M;4;74;97;56
29/11/2019;T;6;61;32;57
29/11/2019;N;4;70;42;3
30/11/2019;M;3;28;0;12
30/11/2019;T;4;24;79;73
30/11/2019;N;8;28;13;59
1/12/2019;M;8;90;40;91
1/12/2019;T;5;27;93;34
1/12/2019;N;3;81;66;1
2/12/2019;M;9;86;86;69
2/12/2019;T;9;54;1;41
2/12/2019;N;2;38;47;38
3/12/2019;M;8;66;94;1
3/12/2019;T;4;37;57;83
3/12/2019;N;3;76;43;20
4/12/2019;M;5;19;86;64
4/12/2019;T;1;50;84;81
4/12/2019;N;2;7;84;4
5/12/2019;M;9;98;89;20
5/12/2019;T;6;75;14;50
5/12/2019;N;5;1;22;25
6/12/2019;M;5;60;49;40
6/12/2019;T;0;93;11;73
6/12/2019;N;9;90;1;82
7/12/2019;M;7;89;24;70
7/12/2019;T;5;71;29;15
7/12/2019;N;0;73;59;48
8/12/2019;M;1;31;7;89
8/12/2019;T;0;98;49;12
8/12/2019;N;5;2;7;54
9/12/2019;M;6;12;67;41
9/12/2019;T;7;27;84;26
9/12/2019;N;3;59;77;41
10/12/2019;M;8;37;70;17
10/12/2019;T;7;66;59;95
10/12/2019;N;1;44;2;57
11/12/2019;M;4;81;4;6
11/12/2019;T;9;54;68;61
11/12/2019;N;1;11;5;57
12/12/2019;M;3;7;80;19
12/12/2019;T;1;76;99;11
12/12/2019;N;2;25;9;3
13/12/2019;M;9;6;92;93
13/12/2019;T;4;80;65;31
13/12/2019;N;0;3;18;88
14/12/2019;M;7;70;71;40
14/12/2019;T;9;32;64;0
14/12/2019;N;5;84;93;65
15/12/2019;M;7;70;0;2
15/12/2019;T;7;71;55;75
15/12/2019;N;3;16;4;66
16/12/2019;M;7;0;20;60
16/12/2019;T;5;31;72;14
16/12/2019;N;0;16;17;42
17/12/2019;M;8;81;73;93
17/12/2019;T;2;42;51;68
17/12/2019;N;0;87;62;82
18/12/2019;M;0;49;9;18
18/12/2019;T;4;27;22;76
18/12/2019;N;1;55;39;98
19/12/2019;M;7;41;86;45
19/12/2019;T;8;87;11;55
19/12/2019;N;7;84;94;43
20/12/2019;M;2;56;54;78
20/12/2019;T;3;99;20;19
20/12/2019;N;4;40;2;25
21/12/2019;M;5;15;51;9
21/12/2019;T;2;18;28;98
21/12/2019;N;7;83;87;17
22/12/2019;M;0;86;97;36
22/12/2019;T;5;77;73;41
22/12/2019;N;9;4;68;1
23/12/2019;M;4;75;15;48
23/12/2019;T;7;56;76;55
23/12/2019;N;2;20;48;25
24/12/2019;M;4;58;94;94
24/12/2019;T;1;0;39;75
24/12/2019;N;9;4;9;19
25/12/2019;M;1;88;73;96
25/12/2019;T;9;10;71;83
25/12/2019;N;8;40;83;44
26/12/2019;M;2;27;56;1
26/12/2019;T;7;49;96;38
26/12/2019;N;1;85;62;44
27/12/2019;M;5;88;25;72
27/12/2019;T;1;88;66;97
27/12/2019;N;0;82;78;38
28/12/2019;M;2;23;75;39
28/12/2019;T;1;37;90;21
28/12/2019;N;1;8;55;70
29/12/2019;M;5;32;78;55
29/12/2019;T;3;69;61;79
29/12/2019;N;8;30;55;73
30/12/2019;M;3;13;80;31
30/12/2019;T;9;24;25;70
30/12/2019;N;4;25;10;76
31/12/2019;M;4;83;90;35
31/12/2019;T;6;16;55;0
31/12/2019;N;2;6;62;50
1/1/2020;M;9;80;97;63
1/1/2020;T;7;53;89;46
1/1/2020;N;6;71;23;56
2/1/2020;M;3;53;3;32
2/1/2020;T;8;82;18;23
2/1/2020;N;4;71;40;96
3/1/2020;M;4;10;10;54
3/1/2020;T;8;95;88;83
3/1/2020;N;4;15;25;3
4/1/2020;M;9;16;62;53
4/1/2020;T;7;24;11;62
4/1/2020;N;3;42;53;21
5/1/2020;M;2;0;79;11
5/1/2020;T;1;56;16;83
5/1/2020;N;5;27;10;75
6/1/2020;M;5;20;37;81
6/1/2020;T;5;73;34;54
6/1/2020;N;1;73;94;49
7/1/2020;M;9;3;23;54
7/1/2020;T;4;73;64;69
7/1/2020;N;3;55;99;96
8/1/2020;M;9;39;81;0
8/1/2020;T;1;85;99;2
8/1/2020;N;7;4;8;99
9/1/2020;M;2;66;6;36
9/1/2020;T;8;28;27;66
9/1/2020;N;2;14;99;10
10/1/2020;M;0;18;12;72
10/1/2020;T;9;24;34;61
10/1/2020;N;1;24;31;39
11/1/2020;M;8;27;55;21
11/1/2020;T;5;48;25;30
11/1/2020;N;6;29;86;9
12/1/2020;M;4;13;34;17
12/1/2020;T;9;53;84;13
12/1/2020;N;4;10;73;99
13/1/2020;M;8;17;75;57
13/1/2020;T;9;20;14;3
13/1/2020;N;2;67;23;2
14/1/2020;M;7;85;78;85
14/1/2020;T;5;72;59;91
14/1/2020;N;5;50;98;38
15/1/2020;M;7;43;22;7
15/1/2020;T;6;29;44;68
15/1/2020;N;3;80;87;62
16/1/2020;M;4;52;78;51
16/1/2020;T;2;44;34;4
16/1/2020;N;9;53;81;88
17/1/2020;M;4;62;65;43
17/1/2020;T;3;59;4;55
17/1/2020;N;0;38;3;88
18/1/2020;M;4;10;30;80
18/1/2020;T;2;72;62;29
18/1/2020;N;9;11;52;30
19/1/2020;M;9;0;48;9
19/1/2020;T;9;89;99;13
19/1/2020;N;5;34;79;96
20/1/2020;M;4;95;37;67
20/1/2020;T;8;74;48;68
20/1/2020;N;8;88;62;2
21/1/2020;M;6;34;23;30
21/1/2020;T;4;84;6;48
21/1/2020;N;1;51;74;32
22/1/2020;M;0;13;89;20
22/1/2020;T;4;48;42;2
22/1/2020;N;9;91;65;94
23/1/2020;M;2;22;91;86
23/1/2020;T;6;90;69;2
23/1/2020;N;3;20;37;28
24/1/2020;M;0;49;3;58
24/1/2020;T;2;68;97;38
24/1/2020;N;1;43;24;58
25/1/2020;M;8;90;20;40
25/1/2020;T;2;50;46;35
25/1/2020;N;5;11;49;60
26/1/2020;M;0;28;36;66
26/1/2020;T;7;60;11;38
26/1/2020;N;4;77;90;57
27/1/2020;M;8;54;98;0
27/1/2020;T;8;10;70;79
27/1/2020;N;8;57;14;43
28/1/2020;M;1;65;55;18
28/1/2020;T;2;57;37;34
28/1/2020;N;3;43;90;70
29/1/2020;M;0;1;43;25
29/1/2020;T;4;58;6;53
29/1/2020;N;4;33;64;70
30/1/2020;M;6;98;79;53
30/1/2020;T;0;21;67;88
30/1/2020;N;4;4;73;16
31/1/2020;M;4;72;17;80
31/1/2020;T;6;55;94;40
31/1/2020;N;8;46;91;36
1/2/2020;M;6;82;70;65
1/2/2020;T;6;6;55;7
1/2/2020;N;7;63;4;59
2/2/2020;M;2;28;59;96
2/2/2020;T;0;52;29;23
2/2/2020;N;5;68;9;29
3/2/2020;M;0;36;45;14
3/2/2020;T;5;56;8;0
3/2/2020;N;8;45;79;92
4/2/2020;M;1;47;85;85
4/2/2020;T;7;62;94;96
4/2/2020;N;6;98;24;69
5/2/2020;M;0;79;50;33
5/2/2020;T;1;80;59;26
5/2/2020;N;7;1;90;62
6/2/2020;M;2;19;37;99
6/2/2020;T;2;89;57;56
6/2/2020;N;7;26;96;77
7/2/2020;M;6;89;78;82
7/2/2020;T;9;82;57;43
7/2/2020;N;0;45;93;9
8/2/2020;M;3;90;26;77
8/2/2020;T;0;90;88;88
8/2/2020;N;1;74;9;30
9/2/2020;M;6;10;58;5
9/2/2020;T;6;9;89;58
9/2/2020;N;4;11;98;98
10/2/2020;M;8;51;82;98
10/2/2020;T;8;55;24;45
10/2/2020;N;9;70;20;26
11/2/2020;M;9;19;83;13
11/2/2020;T;4;4;36;69
11/2/2020;N;4;64;33;63
12/2/2020;M;9;91;32;76
12/2/2020;T;9;6;22;95
12/2/2020;N;2;66;7;79
13/2/2020;M;3;50;32;52
13/2/2020;T;3;66;69;59
13/2/2020;N;6;17;2;90
14/2/2020;M;1;58;41;30
14/2/2020;T;4;59;64;93
14/2/2020;N;1;97;2;36
15/2/2020;M;6;25;7;93
15/2/2020;T;2;34;70;66
15/2/2020;N;4;37;28;39
16/2/2020;M;0;68;10;37
16/2/2020;T;0;37;82;27
16/2/2020;N;0;89;45;63
17/2/2020;M;1;89;9;75
17/2/2020;T;2;24;22;50
17/2/2020;N;7;23;91;61
18/2/2020;M;4;80;51;39
18/2/2020;T;8;49;57;70
18/2/2020;N;1;80;4;66
19/2/2020;M;9;94;63;56
19/2/2020;T;7;19;26;22
19/2/2020;N;2;99;42;55
20/2/2020;M;6;1;97;99
20/2/2020;T;7;85;40;43
20/2/2020;N;2;0;32;45
21/2/2020;M;9;61;96;66
21/2/2020;T;6;77;49;90
21/2/2020;N;2;64;75;32
22/2/2020;M;0;51;89;28
22/2/2020;T;6;20;27;41
22/2/2020;N;0;33;85;83
23/2/2020;M;3;83;11;32
23/2/2020;T;5;10;68;45
23/2/2020;N;4;47;31;45
24/2/2020;M;3;51;36;13
24/2/2020;T;4;20;47;92
24/2/2020;N;2;70;40;68
25/2/2020;M;3;25;8;99
25/2/2020;T;9;92;15;64
25/2/2020;N;7;7;72;21
26/2/2020;M;2;17;88;1
26/2/2020;T;6;97;26;25
26/2/2020;N;2;9;3;34
27/2/2020;M;1;75;65;13
27/2/2020;T;6;19;20;60
27/2/2020;N;9;76;36;52
28/2/2020;M;8;58;42;8
28/2/2020;T;1;39;73;1
28/2/2020;N;4;15;14;18
29/2/2020;M;2;90;57;69
29/2/2020;T;8;98;98;58
29/2/2020;N;8;94;30;2
1/3/2020;M;4;32;34;56
1/3/2020;T;0;93;8;97
1/3/2020;N;0;70;79;69
2/3/2020;M;4;66;2;1
2/3/2020;T;1;76;24;73
2/3/2020;N;4;89;33;92
3/3/2020;M;2;59;96;57
3/3/2020;T;1;0;18;22
3/3/2020;N;2;27;92;65
4/3/2020;M;6;77;77;79
4/3/2020;T;1;39;11;86
4/3/2020;N;7;74;88;47
5/3/2020;M;6;25;41;25
5/3/2020;T;5;60;28;26
5/3/2020;N;7;84;23;84
6/3/2020;M;1;69;91;36
6/3/2020;T;7;63;53;80
6/3/2020;N;6;55;74;18
8/3/2020;M;0;86;78;87
8/3/2020;T;8;42;88;74
8/3/2020;N;6;92;49;8
7/3/2020;M;7;61;16;69
7/3/2020;T;4;68;92;91
7/3/2020;N;3;95;89;11
9/3/2020;M;2;99;66;42
9/3/2020;T;0;58;72;29
9/3/2020;N;5;56;25;21
10/3/2020;M;1;92;33;6
10/3/2020;T;4;27;2;81
10/3/2020;N;9;13;62;7
11/3/2020;M;8;64;64;62
11/3/2020;T;0;24;63;88
11/3/2020;N;6;80;74;61
12/3/2020;M;2;44;97;59
12/3/2020;T;7;59;90;55
12/3/2020;N;7;45;40;52
13/3/2020;M;0;76;40;45
13/3/2020;T;5;49;87;18
13/3/2020;N;1;10;99;47
14/3/2020;M;5;60;25;16
14/3/2020;T;1;79;75;63
14/3/2020;N;3;25;69;73
15/3/2020;M;7;47;12;67
15/3/2020;T;8;93;84;81
15/3/2020;N;1;70;81;22
16/3/2020;M;7;53;16;28
16/3/2020;T;9;54;26;39
16/3/2020;N;9;30;66;7
17/3/2020;M;6;94;93;67
17/3/2020;T;2;85;37;12
17/3/2020;N;9;55;91;77
18/3/2020;M;7;84;3;87
18/3/2020;T;5;10;66;67
18/3/2020;N;9;61;19;34
19/3/2020;M;9;66;30;82
19/3/2020;T;4;44;24;72
19/3/2020;N;0;77;91;70
20/3/2020;M;0;24;28;16
20/3/2020;T;0;40;18;18
20/3/2020;N;0;47;31;64
21/3/2020;M;8;97;7;39
21/3/2020;T;7;99;22;51
21/3/2020;N;4;67;28;80
22/3/2020;M;2;95;42;73
22/3/2020;T;8;95;45;27
22/3/2020;N;4;23;96;51
23/3/2020;M;9;76;55;82
23/3/2020;T;6;7;27;38
23/3/2020;N;8;15;41;0
24/3/2020;M;2;37;28;65
24/3/2020;T;1;57;78;12
24/3/2020;N;9;89;61;97
25/3/2020;M;3;20;89;45
25/3/2020;T;2;94;19;22
25/3/2020;N;0;5;67;94
26/3/2020;M;7;82;59;19
26/3/2020;T;0;90;19;63
26/3/2020;N;1;89;60;77
27/3/2020;M;5;35;18;44
27/3/2020;T;3;0;45;57
27/3/2020;N;0;60;10;41
28/3/2020;M;7;49;2;44
28/3/2020;T;7;6;24;78
28/3/2020;N;7;24;87;58
29/3/2020;M;0;37;82;66
29/3/2020;T;8;3;23;4
29/3/2020;N;9;98;2;58
30/3/2020;M;5;54;31;8
30/3/2020;T;2;12;86;33
30/3/2020;N;9;52;41;85
31/3/2020;M;0;0;68;63
31/3/2020;T;2;32;39;33
31/3/2020;N;0;69;95;24
1/4/2020;M;5;74;99;82
1/4/2020;T;2;24;11;76
1/4/2020;N;0;92;12;64
2/4/2020;M;7;83;88;40
2/4/2020;T;7;87;30;63
2/4/2020;N;4;48;97;7
3/4/2020;M;0;10;28;60
3/4/2020;T;4;66;58;70
3/4/2020;N;0;67;83;36
4/4/2020;M;9;70;92;6
4/4/2020;T;8;83;39;59
4/4/2020;N;1;51;68;53
5/4/2020;M;6;13;47;15
5/4/2020;T;2;31;26;43
5/4/2020;N;1;80;73;83
6/4/2020;M;7;3;57;38
6/4/2020;T;6;83;67;45
6/4/2020;N;9;67;30;88
7/4/2020;M;8;49;97;75
7/4/2020;T;6;87;91;94
7/4/2020;N;1;28;98;73
8/4/2020;M;2;27;97;2
8/4/2020;T;4;4;24;80
